userId,createdAt,countryCode,platform,amount,eventId,source,network,adUnitFormat,deviceId,advertisingId,packageName,adUnitName
29e43348L9e635dfb4d79b8fe4488d2decad5,2024-01-01 08:15:07.944721 UTC,us,android,0.145399,IPTD66652972943882,source 1,network 1,adUnitFormat 1,DNAD79611404131476,HLNY13806194246881,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:16:01.168631 UTC,ca,android,0.000154819,VWFX26914907846427,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:20:47.756082 UTC,ca,android,0.000223714,QQYH43552889133201,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:26:19.480939 UTC,ca,android,0.0002204,MRMJ47852730259644,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:29:26.073329 UTC,ca,android,0.000295467,AEEV95003138967338,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:31:59.813247 UTC,ca,android,0.000196,QFHH54250361265052,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:52:36.535375 UTC,ca,android,0.000156076,CPLQ46136710035893,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:55:20.734547 UTC,ca,android,0.000174857,EEJK49053996885426,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:58:36.215127 UTC,ca,android,0.000171619,LHVT76073551397013,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 09:01:38.425901 UTC,ca,android,0.000188914,ICFE02825335814232,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1
47123348Ld7f16c70403f8e1affdb1332931e,2024-01-01 09:06:11.618966 UTC,nl,android,0.015,ZFAS45155583461209,source 1,network 9,adUnitFormat 1,OCNZ40740081001824,PJDF37672139806354,packageName 1,adUnitName 1
05f53348Lab4a71704c5c9a7799ebc09dcf4a,2024-01-01 14:27:43.914488 UTC,de,android,0.0264434,HXJR70499520564369,source 1,network 1,adUnitFormat 1,TTCE01213474647282,QJGE25787236863773,packageName 1,adUnitName 1
05f53348Lab4a71704c5c9a7799ebc09dcf4a,2024-01-01 14:31:38.235665 UTC,de,android,0.0261535,QOUW24682420424542,source 1,network 1,adUnitFormat 1,TTCE01213474647282,QJGE25787236863773,packageName 1,adUnitName 1
9ca03348Lcd02534e493d8f2af2abb69bcdaf,2024-01-01 14:37:24.647229 UTC,us,android,0.704762,AXLA23733018921053,source 1,network 11,adUnitFormat 1,YCNR63263280188324,GIFB86645482078518,packageName 1,adUnitName 1
47123348Ld7f16c70403f8e1affdb1332931e,2024-01-01 14:48:32.799666 UTC,nl,android,0.01,VHHS60915188517622,source 1,network 9,adUnitFormat 1,OCNZ40740081001824,PJDF37672139806354,packageName 1,adUnitName 1
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 14:54:44.865467 UTC,us,android,0.014811,WHNO87672899532917,source 1,network 12,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:34:40.292996 UTC,us,android,0.000678578,VMMC12148816412142,source 1,network 13,adUnitFormat 2,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 9
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:34:49.702352 UTC,us,android,0.000668,BDCX30625102140790,source 1,network 8,adUnitFormat 2,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 9
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:34:50.165791 UTC,us,ios,0.0014,GCGG01881870772619,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:34:59.130371 UTC,us,ios,0.00173,NVMI21145342935815,source 1,network 6,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:35:29.170656 UTC,us,ios,0.00146723,BZIV12324519720088,source 1,network 14,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:35:30.063157 UTC,us,android,0.000569951,MOWM33224059637824,source 1,network 14,adUnitFormat 2,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 9
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:35:39.513855 UTC,us,ios,0.00166425,ISFM19856766769197,source 1,network 12,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:35:40.004196 UTC,us,android,0.000647613,ZXUD55124076213143,source 1,network 1,adUnitFormat 2,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 9
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:35:48.941717 UTC,us,ios,0.166305,LFOY46330106666358,source 1,network 1,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:35:49.737050 UTC,us,android,0.000643825,MFCW39184316899944,source 1,network 1,adUnitFormat 2,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 9
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:38:34.482499 UTC,us,ios,0.22,PANF66050516614459,source 1,network 9,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:39:08.506902 UTC,us,ios,0.0009,NCIR90660411440803,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:39:18.516568 UTC,us,ios,0.0014,QSEE43528922579960,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:39:27.539546 UTC,us,ios,0.001,GPII11785714338522,source 1,network 3,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:39:31.798102 UTC,us,ios,0.161219,POIK65671368954695,source 1,network 11,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:40:14.855926 UTC,us,ios,0.00072,IHXN96122970131087,source 1,network 6,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:40:35.759552 UTC,us,ios,0.0009,EEBW57619874095385,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:40:45.029548 UTC,us,ios,0.000703125,OJOS53745591251421,source 1,network 5,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:40:56.479145 UTC,us,ios,0.0009,OVIS60490884081832,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:41:05.610007 UTC,us,ios,0.000703125,UNVU29729562966511,source 1,network 5,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:41:15.536433 UTC,us,ios,0.00068145,NSJE77651879164268,source 1,network 15,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:41:25.878725 UTC,us,ios,0.00065925,SMTU35786419482058,source 1,network 12,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:41:35.366641 UTC,us,ios,0.00073,KNXR65006857668627,source 1,network 6,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:41:45.610441 UTC,us,ios,0.00065625,HHTP05344210894474,source 1,network 5,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:41:55.379067 UTC,us,ios,0.00149,OAMW55453721537366,source 1,network 6,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:42:05.885867 UTC,us,ios,0.000722,QDHT29444385754573,source 1,network 8,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:42:15.794642 UTC,us,ios,0.000628418,DWRO46172512861839,source 1,network 5,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:42:32.196193 UTC,us,ios,0.162519,SWXP91733310588543,source 1,network 1,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:42:53.259820 UTC,us,ios,0.000605469,YHZC50680272912860,source 1,network 5,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:43:03.528897 UTC,us,ios,0.000605,YHEA55102549734799,source 1,network 8,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:43:15.799094 UTC,us,ios,0.0006,HOPX63746176389845,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:43:26.458347 UTC,us,ios,0.0006,DLTX05683378045448,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:44:26.287129 UTC,us,ios,0.0006,XCDJ27915740254966,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:44:36.469888 UTC,us,ios,0.0006,NIPC63531753935142,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:44:46.884220 UTC,us,ios,0.0006,JMKL24438787018821,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:44:58.025860 UTC,us,ios,0.0006,MUID08697959337204,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:45:08.217601 UTC,us,ios,0.0006,JAWM56502296322322,source 1,network 4,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:45:09.698338 UTC,us,ios,0.115577,JWML97616377630592,source 1,network 11,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:54:06.473278 UTC,us,ios,0.000573959,OUEY22520536303757,source 1,network 13,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:54:18.281508 UTC,us,ios,0.000591424,APBP95643700744164,source 1,network 16,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:54:30.463127 UTC,us,ios,0.000591424,ZEGG67554986740016,source 1,network 16,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:54:39.605335 UTC,us,ios,0.000568,YFFY25085031964022,source 1,network 8,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:54:50.778766 UTC,us,ios,0.000591424,PRRN84380666028147,source 1,network 16,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:54:56.424369 UTC,us,ios,0.11,EMJB12478080527065,source 1,network 9,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:56:44.877411 UTC,us,ios,0.000510504,ZTXF71977380328851,source 1,network 13,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:56:55.224790 UTC,us,ios,0.000558608,RCXQ05607763829231,source 1,network 14,adUnitFormat 2,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 8
43623348La15dd74d4a689e17e0ef205feaaa,2024-01-01 13:56:59.163414 UTC,us,ios,0.0863624,BLTC47141005658782,source 1,network 1,adUnitFormat 3,TMKS15326947242941,ZVLL53494441537956,packageName 3,adUnitName 7
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:59:06.026349 UTC,us,android,0.000709073,VIPA51241180510247,source 1,network 1,adUnitFormat 2,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 9
20a23348L6f3255a64d5084a87e6907ef2005,2024-01-01 13:59:07.363245 UTC,us,android,0.095,SYKH35028624694617,source 1,network 3,adUnitFormat 3,GWVQ53818041567948,SUQI74040824240185,packageName 3,adUnitName 17
28893348Ldd59e8b04095a950da7261c76558,2024-01-01 21:16:46.422220 UTC,us,ios,0.000111,LGVM54139387532893,source 1,network 12,adUnitFormat 2,BUUG42936796274954,MVNH76971032880472,packageName 3,adUnitName 8
4f893348Ld00660434c769e2b9ccc4ecb21df,2024-01-01 21:17:01.002377 UTC,us,ios,0.000307,KEGY36404722761477,source 1,network 8,adUnitFormat 2,GZCO51927861431594,GJID88678989481239,packageName 3,adUnitName 8
4f893348Ld00660434c769e2b9ccc4ecb21df,2024-01-01 21:17:15.074989 UTC,us,ios,0.000205354,GXRY93854891307476,source 1,network 1,adUnitFormat 2,GZCO51927861431594,GJID88678989481239,packageName 3,adUnitName 8
4f893348Ld00660434c769e2b9ccc4ecb21df,2024-01-01 21:17:29.022805 UTC,us,ios,0.0002,GHTZ53424153921473,source 1,network 4,adUnitFormat 2,GZCO51927861431594,GJID88678989481239,packageName 3,adUnitName 8
4f893348Ld00660434c769e2b9ccc4ecb21df,2024-01-01 21:17:32.685466 UTC,us,ios,0.0168135,VXFX92649370714634,source 1,network 1,adUnitFormat 3,GZCO51927861431594,GJID88678989481239,packageName 3,adUnitName 7
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:17:46.515719 UTC,us,ios,0.000974121,EAWX71846815244405,source 1,network 5,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:17:57.807344 UTC,us,ios,0.11,WTTA78508255448618,source 1,network 9,adUnitFormat 3,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 7
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:18:25.103243 UTC,us,ios,0.000791584,ANKA51830628766087,source 1,network 14,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
a5e23348L2fdde43748d1a4dfd1f6c62fcc57,2024-01-01 21:18:48.588305 UTC,us,ios,0.0118361,LXQV76398568414482,source 1,network 11,adUnitFormat 3,CIGH99074470471404,MVNH76971032880472,packageName 3,adUnitName 7
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:18:50.028141 UTC,us,ios,0.000905493,GDPQ33574808496506,source 1,network 12,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:19:07.344580 UTC,us,ios,0.000718875,GDXN73300960858665,source 1,network 14,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:19:21.120640 UTC,us,ios,0.0007596,ASVO67835307375585,source 1,network 1,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:19:35.507329 UTC,us,ios,0.000641413,AXPJ69903899941821,source 1,network 14,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
4f893348Ld00660434c769e2b9ccc4ecb21df,2024-01-01 21:19:39.075387 UTC,us,ios,0.0002,BYLF60968678654464,source 1,network 4,adUnitFormat 2,GZCO51927861431594,GJID88678989481239,packageName 3,adUnitName 8
a5e23348L2fdde43748d1a4dfd1f6c62fcc57,2024-01-01 21:19:44.928552 UTC,us,ios,0.000221737,UGGS97740545800683,source 1,network 13,adUnitFormat 2,CIGH99074470471404,MVNH76971032880472,packageName 3,adUnitName 8
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:19:53.022613 UTC,us,ios,0.000699212,XJMQ04805150353147,source 1,network 14,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
a5e23348L2fdde43748d1a4dfd1f6c62fcc57,2024-01-01 21:20:05.691041 UTC,us,ios,0.000219704,IUCO28598848149915,source 1,network 13,adUnitFormat 2,CIGH99074470471404,MVNH76971032880472,packageName 3,adUnitName 8
affd3348L5492477a48ecad7101d29d21ee0c,2024-01-01 21:20:08.064622 UTC,us,ios,0.000643477,BMFD84747302080587,source 1,network 14,adUnitFormat 2,OBHY96314001181339,MVNH76971032880472,packageName 3,adUnitName 8
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:09:52.449039 UTC,us,android,6.22E-05,ITCR18495373975293,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:10:02.498797 UTC,us,android,5.64E-05,DLBQ78314423727011,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:10:13.443415 UTC,us,android,0.000132153,GAJI77904689487690,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:10:22.447415 UTC,us,android,6.70E-05,YMIN40788801331988,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:11:24.270135 UTC,us,android,5.48E-05,WDBO84481591158212,source 1,network 17,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:11:32.825678 UTC,us,android,8.91E-05,FJKC83093733622185,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:11:44.649973 UTC,us,android,5.40E-05,HLWX37437483708479,source 1,network 17,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:11:52.476270 UTC,us,android,6.06E-05,VCZR23543144462293,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:12:02.688680 UTC,us,android,0.00119,RYIG64407636481923,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:12:12.560616 UTC,us,android,0.00106,CYQT09565719176731,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:15:12.797809 UTC,us,android,0.000115002,NBQB32951001999242,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:15:22.775701 UTC,us,android,0.000182481,IFGM59175142020597,source 1,network 15,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:15:33.024231 UTC,us,android,6.62E-05,IQOG92584522124941,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:15:39.768602 UTC,us,android,5.91E-05,WICF98458027293759,source 1,network 17,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:15:52.646940 UTC,us,android,5.62E-05,AQDF33370821688509,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:16:02.892520 UTC,us,android,0.00025,RRDW30658834038510,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:16:22.703203 UTC,us,android,5.98E-05,DXWL87599584680850,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:16:32.629733 UTC,us,android,5.68E-05,UZTL39676491797861,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:16:42.801027 UTC,us,android,7.48E-05,FCFM81570043563434,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:16:52.850531 UTC,us,android,5.35E-05,WNSG91509757213556,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:17:02.803099 UTC,us,android,7.73E-05,FRBB97668121827643,source 1,network 15,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:17:14.216163 UTC,us,android,0.00025,IAAG37937830522552,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:17:22.732656 UTC,us,android,5.62E-05,SCZU13988726120757,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:17:33.203772 UTC,us,android,5.38E-05,FJFU36912900329181,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:17:43.495798 UTC,us,android,0.000382503,MOFS27577613320140,source 1,network 15,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:17:49.844926 UTC,us,android,5.10E-05,OKIA90846026120721,source 1,network 17,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:18:03.241915 UTC,us,android,0.00129,ZGXI08613870726562,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:18:23.290755 UTC,us,android,7.38E-05,UROL40353834095867,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:18:33.583131 UTC,us,android,6.61E-05,WKDS17037958938053,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:18:43.158543 UTC,us,android,5.13E-05,AAWW39253628118313,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:18:53.118689 UTC,us,android,5.34E-05,KTOV36930624132642,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:19:03.005172 UTC,us,android,0.000178575,RMIN03922869482697,source 1,network 2,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:19:52.760941 UTC,us,android,5.85E-05,GNYM75122961036473,source 1,network 1,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:20:02.945792 UTC,us,android,0.00106,TXRA14182807983513,source 1,network 6,adUnitFormat 2,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 11
899f3348Lb6ff9f70416e9ad0929c38167708,2024-01-01 04:20:10.384603 UTC,us,android,0.0293132,JVTC82889955701958,source 1,network 2,adUnitFormat 3,QJYS94185817323199,PUNY73201688947662,packageName 4,adUnitName 12
